# logrechercheout.csv V1.0.1 - 02/01/2026 19:30:34
module;timestamp;temps_ms;languesaisie;langueutilisee;modulelangue;questionoriginale;question;filtres;sql;tri;base;mode;nb_patients;pathologies;ages;residu;erreur;session_id;ip_utilisateur;rating;type_probleme;commentaire
search.py;08/12/2025 14:17:22;30;Auto;fr;fallback;ia;ia;"{""criteres"": []}";;;base100.db;rapide;100;;;ia;;3642ad2f-da03-4b73-85bf-65a1e9bfc29d;127.0.0.1;👍;;Top, rien à redire.
search.py;08/12/2025 16:12:16;2575;es;es;glossaire;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;100;;;bruxisme;;92075536-1367-4bb0-a9f7-9382e24c9bdf;127.0.0.1;👎;Pas assez de patients;La recherche ignore certains cas.
search.py;08/12/2025 21:28:49;55;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;73445cd3-2833-4873-93ee-82f9b50233f5;192.168.1.245;👎;Bug IHM;Les filtres ne fonctionnent pas.
search.py;09/12/2025 05:27:49;13;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;85b9ff8e-3aa2-4e3e-bc57-a9849fb1f585;192.168.1.82;👍;;Bravo, ça fonctionne parfaitement.
search.py;09/12/2025 15:23:07;34;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;d66a66a2-264e-4fc5-a337-fd5483be0ad2;127.0.0.1;👎;Pas assez de patients;Critères trop stricts.
search.py;09/12/2025 18:32:04;2985;es;es;glossaire;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;100;;;bruxisme;;631d11b0-5f3b-4dc1-9787-238b70365da2;192.168.1.220;👍;;Génial, gain de temps énorme.
search.py;10/12/2025 02:22:04;1084;es;es;glossaire;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;486b40f7-3470-4cd4-864c-7855bcd7f790;127.0.0.1;👎;Bug IHM;Affichage cassé sur mobile.
search.py;10/12/2025 04:55:01;781;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;union;26;Bruxisme;;;;48700226-a5c3-40f2-8084-ab7e9544c2d6;192.168.1.40;👍;;Interface intuitive et résultats corrects.
search.py;10/12/2025 07:26:51;18;Auto;fr;glossaire_fr;bruxisme;bruxisme;;;;base100.db;rapide;26;;;;;73767b38-e032-4978-a0db-5adf891cf866;127.0.0.1;👍;;Super outil, très pratique !
search.py;10/12/2025 10:53:06;23;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;ca959458-a08b-40b2-99db-8b0c747840a3;127.0.0.1;👎;Bug IHM;Bouton de recherche bloqué.
search.py;10/12/2025 12:45:40;33;ja;ja;glossaire_resolution;歯軋り;bruxomanie;;;;base100.db;rapide;26;;;;;28615ee2-06cb-4647-92e7-36b21c17b3f2;127.0.0.1;👎;Bug IHM;Erreur d'affichage des résultats.
search.py;10/12/2025 16:32:22;730;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;union;26;Bruxisme;;;;a693606e-3cea-4804-b209-7cc6c3dafca3;192.168.1.113;👍;;Génial, gain de temps énorme.
search.py;11/12/2025 06:11:33;208;Auto;fr;deepl;Montre-moi les patients ayant une supraclusion;Montre-moi les patients ayant une supraclusion;;;;base100.db;rapide;8;;;montre moi les patients ayant une;;9719940e-3a53-47c9-8a2f-be0009629dc1;127.0.0.1;👎;Pas assez de patients;Aucun patient trouvé alors qu'il y en a.
search.py;11/12/2025 10:31:55;42;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;8a658445-7c1d-4471-a733-c626579e308f;127.0.0.1;👍;;Excellent ! Exactement ce que je cherchais.
search.py;11/12/2025 12:07:40;4422;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;ia;26;Bruxisme;;;;17af4d8d-bab0-4021-8dbc-8719ef48dc34;127.0.0.1;👍;;Résultats précis et rapides.
search.py;11/12/2025 16:50:47;1;auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;Erreur chargement références: charger_modeles_ia() got an unexpected keyword argument 'debug';058e3d88-da6b-4b66-846c-80b93c6335a3;192.168.1.29;👍;;Résultats très pertinents, merci !
search.py;12/12/2025 02:53:25;18;Auto;ja;glossaire_resolution;歯軋り;bruxomanie;;;;base100.db;rapide;26;;;;;1729771b-bf5e-400f-8c49-53c1bbfeb267;127.0.0.1;👎;Bug IHM;Erreur d'affichage des résultats.
search.py;12/12/2025 10:09:50;19;ja;ja;glossaire_resolution;がらんどう;béance;;;;base100.db;rapide;34;;;;;3135ab1e-3f16-45f9-9140-7f7619520abe;127.0.0.1;👎;Pas assez de patients;Où sont passés mes patients ?
search.py;12/12/2025 16:21:14;2581;es;es;glossaire;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;100;;;bruxisme;;78a151e5-7f34-40b0-922a-f9b8f3a3ea8f;127.0.0.1;👍;;Très bien, continue comme ça !
search.py;12/12/2025 18:55:17;3506;Auto;fr;glossaire_fr;bruxisme;bruxisme;;;;base100.db;ia;26;;;;;d563a3ab-863d-4fe4-907e-43b78d27590b;127.0.0.1;👎;Bug IHM;Les filtres ne fonctionnent pas.
search.py;12/12/2025 19:00:18;11;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;8536292a-7420-4e59-a066-77c8d91f319f;127.0.0.1;👍;;Recherche impeccable !
search.py;13/12/2025 05:45:53;1267;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;"Erreur détection: Erreur API OpenAI: 400 - {
  ""error"": {
    ""message"": ""Unsupported parameter: 'max_tokens' is not supported with this model. Use 'max_completion_tokens' instead."",
    ""type"": ""invalid_request_error"",
    ""param"": ""max_tokens"",
    ""code"": ""unsupported_parameter""
  }
}";a188b847-d5a4-4954-957e-223512c1b0b5;127.0.0.1;👎;Pas assez de patients;Résultats incomplets.
search.py;13/12/2025 14:27:39;289;ja;ja;glossaire_resolution;béance face;béance face;;;;base100.db;rapide;0;;;;;4707affc-1a78-4dc4-916c-fd5f36347876;127.0.0.1;👎;Trop de patients;Trop de faux positifs.
search.py;13/12/2025 15:08:22;146;Auto;fr;deepl;Montre-moi les patients ayant une morsure;Montre-moi les patients ayant une morsure;;;;base100.db;rapide;100;;;montre moi les patients ayant une morsure;;ca1762d1-3c61-4e9c-a3f2-1218822706c9;192.168.1.145;👍;;Résultats précis et rapides.
search.py;13/12/2025 18:10:01;79;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;d7cba475-e1f1-4762-9019-f1a93d3b4f6d;127.0.0.1;👎;Autre;Erreur incompréhensible.
search.py;13/12/2025 18:32:21;990;es;es;glossaire;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""bruxisme"", ""label"": ""bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""bruxisme""}}]}";;;base100.db;rapide;26;bruxisme;;;;2653af7c-7a7e-46c0-ba2b-f3850bd955d2;127.0.0.1;👎;Pas assez de patients;Base de données incomplète ?
search.py;14/12/2025 04:56:08;331;es;es;;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;Erreur chargement références: charger_modeles_ia() got an unexpected keyword argument 'debug';888f73d4-9f86-470c-aa16-99fb565cd97c;192.168.1.110;👍;;Excellent ! Exactement ce que je cherchais.
search.py;14/12/2025 16:23:52;25;Auto;fr;fallback;bruxismeia;bruxismeia;"{""criteres"": []}";;;base100.db;rapide;100;;;bruxismeia;;8d163bdb-2c88-4b20-998d-8a22e6985091;127.0.0.1;👎;Trop de patients;J'ai eu des milliers de résultats !
search.py;14/12/2025 19:08:14;21;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;66b56910-d699-45df-9327-e8ad78b56938;127.0.0.1;👎;Trop de patients;J'ai eu des milliers de résultats !
search.py;15/12/2025 01:57:51;0;es;es;;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;Erreur chargement références: charger_modeles_ia() got an unexpected keyword argument 'debug';fb879407-9acd-42b7-bcdd-d6c2ae20066c;127.0.0.1;👎;Bug IHM;Bug visuel sur les cartes patients.
search.py;15/12/2025 19:46:30;61;ja;ja;glossaire_resolution;bruxisme;bruxisme;;;;base100.db;rapide;26;;;;;09f86a78-e538-48f6-ba76-4e5c060c732d;192.168.1.226;👍;;Génial, gain de temps énorme.
search.py;15/12/2025 20:06:32;43;Auto;fr;glossaire_fr;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""bruxisme"", ""label"": ""bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""bruxisme""}}]}";;;base100.db;rapide;26;bruxisme;;;;ca3a2baa-310b-4761-b9f5-862237bd135a;127.0.0.1;👎;Pas assez de patients;Recherche trop restrictive.
search.py;15/12/2025 22:33:04;4427;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base50000.db;ia;12635;Bruxisme;;;;3dbdb09b-adc9-497e-ac33-95578c29dd35;127.0.0.1;👎;Trop de patients;La recherche est trop large.
search.py;15/12/2025 23:00:23;17;Auto;fr;glossaire_fr;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""bruxisme"", ""label"": ""bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""bruxisme""}}]}";;;base100.db;rapide;26;bruxisme;;;;cf2533c8-f83f-4316-bcba-96c5451b8d22;127.0.0.1;👎;Bug IHM;L'interface ne répond plus.
search.py;16/12/2025 01:40:00;85;Auto;fr;glossaire_fr;bruxisme;bruxisme;;;;base100.db;rapide;26;;;;;790f49e6-af2a-4c78-ae64-d8650b074469;192.168.1.169;👎;Trop de patients;La recherche est trop large.
search.py;16/12/2025 04:36:26;266;ja;ja;glossaire_resolution;bruxisme;bruxisme;;;;base100.db;rapide;26;;;;;00d680ba-10cf-4372-9b84-19fbb900f24b;127.0.0.1;👎;Bug IHM;L'interface ne répond plus.
search.py;16/12/2025 13:33:26;2951;es;es;glossaire;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;100;;;bruxisme;;2091c748-b3d6-4867-ae5d-c699eb20b8e6;192.168.1.147;👎;Pas assez de patients;La recherche ignore certains cas.
search.py;16/12/2025 22:00:45;36;ja;ja;glossaire_resolution;歯軋り;bruxomanie;;;;base100.db;rapide;26;;;;;cb090f15-c6d9-4856-9304-b595345340f8;127.0.0.1;👎;Bug IHM;Bug visuel sur les cartes patients.
search.py;17/12/2025 03:01:06;0;auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;Erreur chargement références: charger_modeles_ia() got an unexpected keyword argument 'debug';50d6538b-9469-4fb1-a6c7-7a1a809342de;127.0.0.1;👍;;Top, rien à redire.
search.py;17/12/2025 04:22:32;28;ja;ja;glossaire_resolution;béance face;béance face;;;;base100.db;rapide;0;;;;;21ec74ac-4f76-48a2-8e9a-ee68ed525ee4;127.0.0.1;👍;;Excellent ! Exactement ce que je cherchais.
search.py;17/12/2025 05:30:37;2482;ja;ja;glossaire_resolution;bruxisme;bruxisme;;;;base100.db;ia;26;;;;;cd592844-f85d-42ac-8d8d-dc49a0160243;127.0.0.1;👎;Pas assez de patients;Manque des patients évidents.
search.py;17/12/2025 17:25:24;813;Auto;fr;fallback;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;compare;26;Bruxisme;;;;c58cb207-4c7b-452f-8d1c-5873600f293b;127.0.0.1;👎;Pas assez de patients;Résultats incomplets.
search.py;17/12/2025 20:22:07;72;es;es;;bruxisme;bruxisme;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""bruxisme"", ""canonique"": ""Bruxisme"", ""label"": ""Bruxisme"", ""sql"": {""colonne"": ""canontags"", ""operateur"": ""="", ""valeur"": ""Bruxisme""}}]}";;;base100.db;rapide;26;Bruxisme;;;;bf2b94c2-7406-42d4-94e2-063bc40690ea;127.0.0.1;👎;Autre;Quelque chose ne va pas.
search.py;17/12/2025 23:25:43;63;auto;fr;deepl;bruxisme;bruxisme;"{""criteres"": []}";;;base100.db;ia;0;;;;Erreur chargement références: charger_modeles_ia() got an unexpected keyword argument 'debug';dc175570-e434-41ca-896a-a7729f27163f;192.168.1.57;👍;;Génial, gain de temps énorme.
search.py;18/12/2025 00:49:12;2643;Auto;fr;glossaire_fr;Combien de patients avec bruxisme de plus de 5.414999999999999 ans ?;Combien de patients avec bruxisme de plus de 5.414999999999999 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;ia;35;Bruxisme;;combien de patients avec bruxi;;bd12d682-5ea1-4a3b-a6dc-a2ef711a51fc;127.0.0.1;;;
search.py;18/12/2025 01:53:03;2548;Auto;fr;glossaire_fr;femmes  cela ?;femmes  cela ?;"{""criteres"": []}";;;base25000.db;ia;98;Supraclusion;;;;3fe92b1f-e389-4d5a-95b5-475064366bcc;127.0.0.1;👍;;Top, rien à redire.
